Molecule ChEMBL ID;Molecular Weight;#RO5 Violations;AlogP;Smiles;pChEMBL Value;Ligand Efficiency BEI;Assay Type;Activity_Class;std_Molecular Weight;std_AlogP;std_Ligand Efficiency BEI
CHEMBL554016;441.98;1.0;5.13;Cl.Fc1ccccc1N1CCN(CCCCc2cc(/C=C/c3ccccc3)no2)CC1;6.23;15.37;1;1;0.09754821571364677;0.5516889905812404;0.16701366454261798
CHEMBL3931765;422.54;0.0;2.8;CC(O)CN1CCN(CC[S+]([O-])C(c2ccc(F)cc2)c2ccc(F)cc2)CC1;5.0;11.833199223742131;1;0;0.09227870918775327;0.46956912800689216;0.1285820407039711
CHEMBL51433;380.45;0.0;1.52;COc1ccccc1N1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1;6.88;18.08;1;1;0.08086957700283262;0.42445607045531886;0.1964610966122663
CHEMBL104092;340.47;0.0;4.73;C(#Cc1cccn1C1CCN(Cc2ccccc2)CC1)c1ccccc1;5.08;14.92;1;0;0.07003239228548581;0.5375911600963738;0.16212386954950295
CHEMBL4063235;405.5;0.0;3.2;COc1ccccc1N1CCN(CCCCOc2ccn3ncc(C#N)c3c2)CC1;7.89;19.45745992601726;2;1;0.0876597590230812;0.48366695849175884;0.21142886694439034
CHEMBL1803026;1041.4;3.0;10.172799999999997;COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCCCCc1cn(CCCCCCCCCCn2cc(CCCCOc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1;7.77;7.46;1;1;0.2600300882317065;0.7294203395039541;0.08106193477475147
CHEMBL4086613;243.35;0.0;2.48;CCCCN1CCN(c2cccc(C#N)c2)CC1;7.1249387366083;29.278564769296487;1;1;0.04370654486805903;0.45829086361899884;0.3181470653655561
CHEMBL4083890;214.31;0.0;2.72;CCCCN1CCc2ccc(C#N)cc2C1;7.0;32.66296486398208;1;1;0.03583481289727986;0.46674956190991884;0.35492267122709314
CHEMBL4089939;398.51;0.0;3.85;N#Cc1ccc2c(c1)CN(C[C@@H]1C[C@H]1CCNC(=O)c1cc3ccccc3[nH]1)CC2;6.8794260687941495;17.26286936035269;1;1;0.0857650136210238;0.5065759330296671;0.18758198258900338
CHEMBL4093527;376.54;0.0;4.7;O=C1CCc2ccccc2N1CCCN1CCC(CCc2ccccc2)CC1;6.54;17.368672650979974;0;1;0.07980971226434273;0.5365338228100087;0.18873166347959094
CHEMBL5186821;342.45;0.0;1.05;Nc1nc(N)nc(NCCCCN2CCN(c3ccccc3)CC2)n1;6.44;18.8;1;1;0.07056910128349347;0.4078911196356006;0.20428476860125036
CHEMBL4066435;381.48;0.0;2.63;COc1ccccc1N1CCN(CCCN2C(=O)COc3ccccc32)CC1;7.37;19.32;1;1;0.08114877410785681;0.46357755005082385;0.2099351983710722
CHEMBL4090568;408.53;0.0;3.23;O=C1COc2ccccc2N1CCCN1CCN(c2nsc3ccccc23)CC1;7.75;18.98;1;1;0.08848108642912322;0.4847242957781238;0.20624068659849637
CHEMBL308480;365.45;0.0;4.17;O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ccccc21;6.65;18.2;1;1;0.07680359974519875;0.5178541974175604;0.19776504194376365
CHEMBL129979;447.97;1.0;5.38;O=C1c2ccccc2C(=O)N1CCCCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1;7.7;17.19;1;1;0.09917189596519523;0.560500134634282;0.18679016873699436
CHEMBL280177;390.55;0.0;4.42;CCN1CCCCCC1c1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1;8.1;20.74;1;1;0.08360733502297277;0.5266653414706021;0.22536521812712404
CHEMBL277945;354.47;0.0;1.7;CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC;8.2;23.13;1;1;0.07382730439261076;0.4308000941735089;0.2513354626461128
CHEMBL59;153.18;0.0;0.6;NCCc1ccc(O)c(O)c1;7.75;50.56;1;1;0.01926460024666929;0.3920310603401256;0.5493956330042138
CHEMBL140258;350.85;0.0;4.02;N#Cc1ccc2cc(CN3CCN(c4ccccc4Cl)CC3)[nH]c2c1;6.66;18.98;1;1;0.07284604854776845;0.5125675109857355;0.20624068659849637
CHEMBL3642744;458.6;0.0;2.01;O=C(C[C@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1;5.83;12.72;1;0;0.1020533185151051;0.44172591279928053;0.13821820513871833
CHEMBL3642778;456.63;0.0;2.94;Cc1cc2c(c(N3CCN(CC[C@H]4CC[C@H](NC(=O)C5CCOCC5)CC4)CC3)n1)CCO2;5.71;12.5;1;0;0.10151932016860252;0.4745033686765955;0.13582763869763986
CHEMBL99054;218.32;0.0;3.04;Cc1sc(C)c2c1CCCc1nccn1-2;5.0;22.902161964089412;1;0;0.03692178415082065;0.47802782629781215;0.24885972645225335
CHEMBL109063;303.41;0.0;3.19;Nc1ccc(C#CCCN2CC=C(c3ccccc3)CC2)cn1;9.3;30.65;1;1;0.05998671780762506;0.48331451272963716;0.33304937008661295
CHEMBL5986307;427.42;0.0;4.34;CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1;9.11;21.31;1;1;0.09360150712223682;0.5238457753736288;0.23155895845173644
CHEMBL1744035;295.43;0.0;4.02;CCCN(CCC)[C@H]1CCc2ccc3[nH]c(C#N)cc3c2C1;6.05;20.47;1;1;0.057823617906563846;0.5125675109857355;0.22243134113125504
CHEMBL132455;316.36;0.0;3.03;O=[N+]([O-])c1ccc(OCCNCCCOc2ccccc2)cc1;5.85;18.5;1;0;0.06349701150671563;0.4776753805356905;0.201024905272507
CHEMBL92489;305.38;0.0;3.66;Cc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccccc1)CC3;6.11;20.01;1;1;0.06052071615412764;0.4998794635493555;0.21743288402718192
CHEMBL3764586;485.51;0.0;4.49;Cc1ncoc1-c1nnc(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3F)C2)n1C;5.0;10.3;1;0;0.10934768171530025;0.5291324618054538;0.11192197428685526
CHEMBL3764191;468.57;1.0;5.12;Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccsc1;5.1;10.88;1;0;0.10475583806567908;0.5513365448191188;0.11822437672242575
CHEMBL3764251;466.53;0.0;3.79;Cn1cncc1-c1nnc(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)n1C;5.0;10.717424388570938;1;0;0.10420286515864087;0.5044612584569371;0.11645779580960698
CHEMBL320597;363.5;0.0;3.09;Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4C[C@H]3C)CC2)cc1;6.95;19.11;1;1;0.07627502270170634;0.4797900551084205;0.2076532940409518
CHEMBL3642790;460.62;0.0;2.6;COC(CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)OC;5.63;12.21;1;0;0.10260087011913313;0.46252021276445887;0.13267643747985464
CHEMBL3695414;432.56;0.0;4.52;O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)C1CC1(F)F;6.63;15.32;1;1;0.09499478199585269;0.5301897990918187;0.16647035398782742
CHEMBL15928;497.6;1.0;5.03;COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1;5.0;10.048231511254018;1;0;0.11262485938495316;0.5481645329600238;0.10918620474086804
CHEMBL1788190;313.45;0.0;3.25;CCCN(CCC)[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1;6.0;19.14180890094114;1;1;0.06270821191873466;0.48542918730236717;0.207998936273304
CHEMBL42;326.83;0.0;3.72;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;7.39;22.6;1;1;0.06633506363254407;0.5019941381220855;0.2455763707653329
CHEMBL434665;231.3;0.0;1.67;CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1;8.6;37.19;1;1;0.04044020980442649;0.42974275688714386;0.40411439065321814
CHEMBL1087743;475.59;0.0;3.42;CS(=O)(=O)Nc1cc(OCCN2CCC(Cc3ccc4c(c3)NC(=O)CC4)CC2)ccc1F;7.72;16.24;1;1;0.10665871542225171;0.4914207652584355;0.1764672681959737
CHEMBL54;375.87;0.0;4.43;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;8.96;23.83;1;1;0.07962809861350174;0.5270177872327237;0.25894181041318065
CHEMBL1169895;453.52;0.0;4.38;O=C(O)C(=O)O.O=c1[nH]c2ccccc2n1C1CCN(Cc2csc3ccccc23)CC1;7.42;20.42;1;1;0.10067630755051975;0.5252555584221155;0.2218880305764645
CHEMBL1172213;476.32;0.0;4.68;O=C(O)C(=O)O.OC1(c2ccc(Br)cc2)CCN(Cc2coc3ccccc23)CC1;8.18;21.18;1;1;0.10685659298212323;0.5358289312857654;0.230146351009281
CHEMBL217299;269.3;0.0;2.09;Oc1cc2c(cc1O)C1c3ccccc3CNC1CO2;5.72;21.24;1;0;0.050740685523765636;0.44454547889625384;0.23079832367502964
CHEMBL1814790;403.86;0.0;3.67;CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1.O=C(O)/C=C\C(=O)O;7.59;18.79364136086763;2;1;0.08721521217624656;0.5002319093114771;0.20421567428615592
CHEMBL545222;369.89;0.0;3.7;Cl.O=C1C=C(c2ccccc2)OC12CCN(CCc1ccccc1)CC2;5.14;15.43;1;0;0.07800712901345837;0.5012892465978421;0.16766563720836666
CHEMBL216794;309.41;0.0;2.96;Cc1cccc(C(=O)NCN2CCC(c3ccccn3)CC2)c1;5.46;17.63;1;0;0.06161310871067861;0.47520826020083884;0.19157130161915126
CHEMBL3769836;426.49;0.0;1.78;CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(c3ccccc3)CC2)C1=O;5.54;12.98;1;0;0.09334941653226353;0.4336196602704822;0.14104342002362924
CHEMBL1095777;392.5;0.0;3.15;CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2;5.0;12.738853503184714;2;0;0.08413591206646516;0.4819047296811505;0.138423071284219
CHEMBL593196;305.42;0.0;3.95;Cn1c(CN2CCC(c3ccccc3)CC2)nc2ccccc21;7.6;24.883766616462577;2;1;0.060531558760148;0.5101003906508838;0.2703922609133817
CHEMBL242644;460.58;0.0;3.06;COc1ccccc1N1CCN(CC(O)CCNC(=O)c2ccc(-c3ccccn3)cc2)CC1;6.55;14.21;1;1;0.10259002751311276;0.4787327178220555;0.15440885967147702
CHEMBL110365;455.6;0.0;4.6;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1;7.26;15.93;1;1;0.10124012306357832;0.533009365188792;0.17309874275627224
CHEMBL3676866;398.55;0.0;4.06;O=C(CCO)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1;7.2;18.07;1;1;0.08577585622704416;0.5139772940342221;0.1963524345013082
CHEMBL4071929;449.55;0.0;4.0;COCOc1ccccc1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1;6.98;15.52663774885997;0;1;0.09960017890299933;0.5118626194614921;0.1687157233873031
CHEMBL1940418;313.42;0.0;3.37;Fc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1;6.91;22.04;1;1;0.0627000799642194;0.48965853644782714;0.23949129255167861
CHEMBL566508;426.52;0.0;4.1;CSc1ncc2c(n1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O;7.49;17.56;1;1;0.09335754848677878;0.5153870770827087;0.19081066684244447
CHEMBL575788;456.52;1.0;5.05;O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2nc(-c3ccccc3)ncc21;7.47;16.36;1;1;0.10148950300204652;0.5488694244842671;0.17777121352747105
CHEMBL4442419;533.67;1.0;4.15;COc1ccc(N(Cc2cccc(OC)c2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1;6.96;13.04;1;1;0.12240217936381008;0.5171493058933171;0.1416953926893779
CHEMBL3423405;794.01;2.0;3.45;CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@@H]2c3[nH]c4ccccc4c3CCN2C1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H](N)C[C@H]1C(N)=O;6.22;7.84;1;1;0.19297128064730357;0.49247810254480046;0.08519109499115972
CHEMBL388674;433.0;0.0;4.9;CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)s3)cc2CC1;6.4;14.78;1;1;0.09511405066207662;0.5435827380524421;0.16060259999608936
CHEMBL3409249;468.6;0.0;4.38;NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2ccccc2)CC1;7.02;14.99;1;1;0.10476397002019434;0.5252555584221155;0.16288450432620974
CHEMBL1823872;1637.91;3.0;-4.913600000000021;C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O;5.0;3.05267078166688;1;0;0.4217231611617852;0.19770656493672295;0.03317096511960727
CHEMBL475251;470.46;0.0;3.63;COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC;4.522878745280337;9.61373707707422;1;0;0.10526815120014095;0.4988221262629905;0.10446489649911532
CHEMBL1201346;357.32;0.0;2.71;O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1;4.522878745280337;12.657782226800451;1;0;0.07459984007156119;0.46639711614779716;0.13754213368122073
CHEMBL3311308;305.4;0.0;3.42;COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1;4.499999953328896;14.734773913978048;1;0;0.06052613745713781;0.4914207652584355;0.16011116379833754
CHEMBL4800286;448.39;0.0;4.05;O=C(c1ccccc1)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1COC1;5.73;12.779053948571557;0;0;0.09928574332840896;0.5136248482721004;0.13885989780993804
CHEMBL92183;228.34;0.0;3.15;CCCN1CCC[C@@H](c2cccc(C#N)c2)C1;6.58;28.8;1;1;0.039637856958920074;0.4819047296811505;0.3129468795593623
CHEMBL1112;448.39;0.0;4.86;O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1;8.48;18.92;1;1;0.09928574332840896;0.5421729550039555;0.20558871393274772
CHEMBL4876297;355.87;0.0;3.3;O=C1c2cc(Cl)ccc2CC1CCN1CCN(c2ccccn2)CC1;5.35;15.03;1;0;0.07420679560332326;0.48719141611297545;0.16331915277004216
CHEMBL238916;467.51;0.0;3.45;O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1;6.95;14.86;1;1;0.10446850900613962;0.49247810254480046;0.16147189688375427
CHEMBL238917;429.54;0.0;2.44;COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3S2(=O)=O)CC1;6.44;15.0;1;1;0.09417616524131575;0.4568810805705122;0.16299316643716785
CHEMBL4867109;447.99;0.0;3.48;O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccc(Cl)cc2)CC1;6.59;14.72;1;1;0.0991773172682054;0.49353543983116543;0.1599506273303407
CHEMBL1788325;271.36;0.0;2.12;CCCN[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1;5.778064400171995;21.292984965256466;1;0;0.05129907973381402;0.4456028161826189;0.23137406949241063
CHEMBL4593671;380.88;1.0;5.42;COc1ccc2[nH]cc(CCNCc3ccc(-c4ccc(Cl)cc4)o3)c2c1;6.24;16.39;1;1;0.08098613501755146;0.5619099176827687;0.1780971998603454
CHEMBL4464789;394.42;0.0;4.29;FC(F)(F)c1cccc(Nc2nc(CN3CCOCC3)nc3sccc23)c1;3.920818753952375;9.94071992787479;1;0;0.0846563571554423;0.5220835465630205;0.10801796118062446
CHEMBL4777475;434.57;0.0;3.51;O=c1[nH]c(=O)n(CCCCN2CCN(c3cccc4sccc34)CC2)c2ccccc12;7.54;17.350484386865176;2;1;0.09553962294837563;0.49459277711753047;0.1885340259622532
CHEMBL379942;494.43;1.0;5.42;Cc1ccccc1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21;6.76;13.67;1;1;0.11176558285783987;0.5619099176827687;0.14854110567973897
CHEMBL3335535;321.42;0.0;3.4;c1ccc(CCC2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1;4.0;12.444776305145915;1;0;0.0648686011682908;0.4907158737341921;0.13522756637186473
CHEMBL379602;348.45;0.0;3.2;COc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1;9.66;27.722772277227723;2;1;0.07219549218654703;0.48366695849175884;0.3012414957254587
CHEMBL213466;552.36;2.0;5.67;CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cc(F)c(F)c(F)c3F)c3ccc(Cl)cc32)CC1;6.57;11.89;1;1;0.1274683870268219;0.5707210617358104;0.12919924992919504
CHEMBL387833;538.66;1.0;4.82;COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCC(c4ccccc4OCC(F)F)CC3)CC2)cc1OC;6.56;12.18;1;1;0.12375479446484962;0.5407631719554687;0.1323504511469803
CHEMBL3883955;484.48;0.0;4.44;O=c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)nn1-c1c(F)cccc1F;8.3;17.13;1;1;0.10906848461027609;0.5273702329948454;0.18613819607124565
CHEMBL4077040;444.0;0.0;4.59;Cc1cccc(S(=O)(=O)NCCCN2CC=C(c3c[nH]c4ccc(Cl)cc34)CC2)c1;8.26;18.6;1;1;0.09809576731767479;0.5326569194266704;0.20211152638208815
CHEMBL4176588;489.02;0.0;1.95;COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccc(C)cc3)C2=O)CC1.Cl;6.06;13.38;1;1;0.1102991203935866;0.4396112382265505;0.1453899044619537
CHEMBL155596;263.38;0.0;3.08;CCCN(CCC)[C@H]1CCc2c(ccc(O)c2O)C1;8.7;33.032120889968866;2;1;0.049135979832752794;0.4794376093462988;0.35893399853275626
CHEMBL378455;315.42;0.0;4.16;C1=C(c2ccccc2)CCN(Cc2cnn(-c3ccccc3)c2)C1;7.42;23.52;1;1;0.06324221026523724;0.5175017516554388;0.2555732849734792
CHEMBL210717;336.41;0.0;3.33;Fc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1;7.2;21.4;1;1;0.06893186777441958;0.4882487533993405;0.23253691745035943
CHEMBL379177;316.41;0.0;3.56;C1=C(c2ccccc2)CCN(Cc2cn(-c3ccccc3)nn2)C1;6.96;21.99;1;1;0.06351056476424109;0.4963550059281388;0.23894798199688805
CHEMBL211026;319.41;0.0;2.59;c1ccc(N2CCN(Cc3cn(-c4ccccc4)nn3)CC2)cc1;6.07;18.99;1;1;0.06432376021576786;0.4621677670023372;0.20634934870945448
CHEMBL208018;332.45;0.0;3.5;Cc1nn(-c2ccccc2)cc1CN1CCN(c2ccccc2)CC1;7.37;22.16;1;1;0.06785844977840423;0.4942403313554088;0.24079523788317597
CHEMBL210405;318.42;0.0;3.19;c1ccc(N2CCN(Cc3cnn(-c4ccccc4)c3)CC2)cc1;7.12;22.38;1;1;0.06405540571676402;0.48331451272963716;0.2431858043242544
CHEMBL2443007;469.56;0.0;3.35;COc1ccccc1N1CCN(Cc2cn(-c3ccc(OCCCOCCF)cc3)nn2)CC1;6.36;13.54;1;1;0.10502419256468291;0.48895364492358384;0.1471284982372835
CHEMBL216258;304.44;0.0;4.18;CN1CCCc2ccccc2Cc2[nH]c3ccccc3c2CC1;7.84;25.75;1;1;0.06026591491264925;0.5182066431796821;0.2798049357171381
CHEMBL216439;304.44;0.0;4.18;CN1CCCc2c([nH]c3ccccc23)Cc2ccccc2CC1;6.84;22.48;1;1;0.06026591491264925;0.5182066431796821;0.24427242543383554
CHEMBL5187578;230.24;0.0;3.47;O=Cc1ccc(-c2ccccc2OCF)cc1;8.26;35.87;1;1;0.040152880744887036;0.4931829940690438;0.38977099200674736
CHEMBL69451;483.44;1.0;5.39;O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1;7.04;14.562303491643224;2;1;0.10878657685374678;0.5608525803964037;0.15823706378146363
CHEMBL487761;460.62;0.0;4.64;COc1cccc(CCc2ccccc2OCCCCCN2CCN(c3ncccn3)CC2)c1;3.0;6.512960791976032;1;0;0.10260087011913313;0.5344191482372788;0.07077120682435319
CHEMBL3639943;490.64;0.0;4.84;O=C(Cc1ccc2c(c1)OCO2)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1;6.14;12.52;1;1;0.11073824593741104;0.5414680634797121;0.1360449629195561
CHEMBL3642738;458.6;0.0;2.01;O=C(C[C@@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1;5.95;12.97;1;0;0.1020533185151051;0.44172591279928053;0.14093475791267113
CHEMBL461571;531.91;2.0;6.63;Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1;5.45;10.25;1;0;0.12192510469891436;0.6045558548994903;0.11137866373206469
CHEMBL4784228;419.93;0.0;3.47;O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1;7.25;17.26;1;1;0.09157122914492498;0.4931829940690438;0.18755080351370115
CHEMBL4762226;459.57;0.0;4.17;O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(F)cc2s1;7.75;16.86;1;1;0.10231625171109875;0.5178541974175604;0.18320431907537665
CHEMBL424667;409.49;0.0;2.56;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3nonc3c2)CC1;7.51;18.34;1;1;0.08874130897361181;0.46111042971597216;0.1992863114971772
CHEMBL456232;395.46;0.0;2.17;COc1ccccc1N1CCN(CCCNC(=O)c2ccc3nonc3c2)CC1;7.05;17.82;1;1;0.08493826491197158;0.44736504499322716;0.1936358817273554
CHEMBL514908;451.55;0.0;3.35;COc1cc(F)cc(N2CCN(CCCCNC(=O)c3ccc(-n4ccnc4)cc3)CC2)c1;6.88;15.23;1;1;0.10014230920401718;0.48895364492358384;0.16549239498920443
CHEMBL4755563;454.06;1.0;6.1;C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)c3ccccc3)CC2)CCc2ccc(Cl)cc21;6.72;14.81;1;1;0.10082268273179458;0.585876229507042;0.16092858632896373
CHEMBL4776090;335.43;0.0;4.96;Cc1ccc2c(c1)N=C(C1=C[C@H](C)N(C)CC1)c1cc(F)ccc1N2;6.34;18.91;1;1;0.06866622392692083;0.5456974126251721;0.2054800518217896
CHEMBL298406;313.83;0.0;3.98;CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21;5.91;18.82;1;0;0.06281121667592805;0.5111577279372488;0.2045020928231666
CHEMBL441618;290.41;0.0;3.79;CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1;7.38;25.41;1;1;0.05646287085100904;0.5044612584569371;0.2761104239445623
CHEMBL201525;251.37;0.0;3.31;CN1CCc2ccccc2Cc2ccccc2CC1;7.23;28.76;1;1;0.04588048737514061;0.48754386187509713;0.31251223111552984
CHEMBL1627314;491.42;0.0;3.79;COc1ccc2[nH]c(C(=O)NCCC(O)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1;6.66;13.56;1;1;0.110949676754808;0.5044612584569371;0.14734582245919972
CHEMBL4779001;337.85;1.0;5.17;C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CCN1C;6.32;18.71;1;1;0.06932220159115243;0.553098773629727;0.20330680960262737
CHEMBL4779083;331.46;1.0;5.13;Cc1ccc2c(c1)N=C(C1=C[C@H](C)N(C)CC1)c1cc(C)ccc1N2;5.853871964321762;17.66086998226562;1;0;0.0675900952794004;0.5516889905812404;0.19190674136297345
CHEMBL212844;512.02;1.0;4.65;CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3-n3ccnc3)c3ccccc32)CC1;5.52;10.79;1;0;0.11653361885529186;0.5347715939994004;0.11724641772380273
CHEMBL213443;497.0;1.0;5.01;CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc4ccccc4n3)c3ccccc32)CC1;6.03;12.13;1;1;0.1124622202946478;0.5474596414357804;0.13180714059218973
CHEMBL377756;528.97;2.0;5.06;CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3c(N)cccc3C(F)(F)F)c3ccccc32)CC1;7.04;13.3;1;1;0.12112817315641815;0.5492218702463887;0.14452060757428883
CHEMBL213336;474.01;1.0;5.08;Cc1cccc(C)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21;6.54;13.8;1;1;0.10623043248444762;0.549926761770632;0.1499537131221944
CHEMBL213477;463.94;0.0;4.6;CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3F)c3ccccc32)CC1;6.43;13.85;1;1;0.10350080641882274;0.533009365188792;0.15049702367698498
CHEMBL215885;475.98;0.0;4.47;COc1ccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1;5.52;11.6;1;0;0.1067644308309502;0.5284275702812105;0.1260480487114098
CHEMBL213775;524.85;2.0;5.22;CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(Br)cc3)c3ccccc32)CC1;5.62;10.71;1;0;0.12001138473632138;0.5548610024403354;0.11637712083613785
CHEMBL378669;495.41;0.0;4.7;CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3c(N)cccc3Cl)c3ccccc32)CC1;6.3;12.73;1;1;0.11203122670533862;0.5365338228100087;0.13832686724967644
CHEMBL213492;531.94;2.0;5.62;CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3c(F)cccc3C(F)(F)F)c3ccccc32)CC1;6.42;12.06;1;1;0.12193323665342966;0.568958832925202;0.13104650581548294
CHEMBL425069;506.01;1.0;4.48;COc1cccc(OC)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21;6.47;12.78;1;1;0.11490451730073321;0.5287800160433321;0.138870177804467
CHEMBL212807;540.45;2.0;5.13;COc1cccc(OC)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21;7.01;12.98;1;1;0.1242400010842606;0.5516889905812404;0.14104342002362924
CHEMBL384069;510.43;2.0;5.12;COc1cccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3cc(Cl)ccc32)c1;6.86;13.43;1;1;0.11610262526598268;0.5513365448191188;0.14593321501674428
CHEMBL219179;309.37;0.0;1.99;Oc1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1;5.0;16.161877363674563;1;0;0.06160226610465824;0.4410210212750372;0.17561837113830023
