Molecule ChEMBL ID;Molecular Weight;#RO5 Violations;AlogP;Smiles;pChEMBL Value;Ligand Efficiency BEI;Assay Type;Activity_Class;std_Molecular Weight;std_AlogP;std_Ligand Efficiency BEI
CHEMBL1017;514.63;2.0;7.26;CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1;4.522878745280337;8.78860296772504;1;0;0.11724109889812016;0.6267599379131553;0.09549881508457299
CHEMBL3301800;389.43;0.0;0.71;CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1;4.58;11.77;1;0;0.08330374205440277;0.39590796372346393;0.12789530459769768
CHEMBL571;254.29;0.0;3.11;CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1;5.0;19.662589956349052;1;0;0.046671997614626676;0.4804949466326638;0.21365785315606572
CHEMBL1159650;466.98;0.0;4.1;CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;4.522878745280337;9.685379984753816;1;0;0.1043248444763699;0.5153870770827087;0.10524338345747952
CHEMBL1200500;521.05;1.0;4.09;CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C;5.0;9.596008060646772;1;0;0.11898133716438743;0.5150346313205871;0.10427224926409358
CHEMBL1170;344.5;0.0;4.84;CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;5.0;14.513788098693759;1;0;0.07112478484203677;0.5414680634797121;0.15770988528027852
CHEMBL3989839;499.43;1.0;5.01;CCCO[C@H]1[C@@H]([C@@H](COCc2ccc(Cl)cc2)OCc2ccc(Cl)cc2)OC(OCC)[C@@H]1O;4.522878745280337;9.05608142338333;1;0;0.1131209086103845;0.5474596414357804;0.09840529244733753
CHEMBL1201232;353.53;0.0;4.11;CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C;5.0;14.143071309365544;1;0;0.07357250315113235;0.5157395228448305;0.15368159839067677
CHEMBL54349;404.34;1.0;5.5;CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12;4.522878745280337;11.185830601178061;1;0;0.08734532344849083;0.5647294837797421;0.1215475965943854
CHEMBL471;272.37;0.0;1.09;CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1;5.0;18.357381503102395;1;0;0.051572855535828036;0.40930090268408725;0.19947518257905034
CHEMBL1086626;471.43;1.0;5.24;Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1;5.97;12.66;1;0;0.10553108439613461;0.5555658939645787;0.13756623247296967
CHEMBL1077344;321.85;0.0;3.46;O=C1N(CCN2CCCCCC2)CCN1c1cccc(Cl)c1;9.0;27.963336958210345;2;1;0.06498515918300964;0.49283054830692213;0.3038555223312124
CHEMBL1079190;307.82;0.0;3.07;CN1CCCCC1CN1CCN(c2cccc(Cl)c2)C1=O;7.8;25.339484114092652;2;1;0.06118211512136941;0.47908516358417713;0.27534418344268496
CHEMBL2112910;498.91;1.0;5.54;Cl.O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1;6.77;14.64;1;1;0.11297995473211987;0.5661392668282287;0.15908133044267583
CHEMBL1632220;417.56;0.0;4.05;CCNC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1;6.5;15.57;1;1;0.09092880473821882;0.5136248482721004;0.16918690676178022
CHEMBL4525992;397.54;0.0;3.11;O=S(=O)(c1ccccc1)N1CCc2c(N3CCN(C4CCC4)CC3)cccc21;6.45;16.22;1;1;0.08550208042503016;0.4804949466326638;0.1762499439740575
CHEMBL4586276;357.48;0.0;2.19;CN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1;6.34;17.73;1;1;0.07464321049564263;0.4480699365174705;0.1926579227287324
CHEMBL400827;354.88;0.0;4.32;Cn1cc(CN2CCC(O)(c3ccc(Cl)cc3)CC2)c2ccccc21;7.53;21.21;1;1;0.07393844110431941;0.5231408838493854;0.23047233734215533
CHEMBL245615;382.51;1.0;5.32;OC1(c2ccc(-c3ccccc3)cc2)CCN(Cc2c[nH]c3ccccc23)CC1;7.01;18.32;1;1;0.081427971212881;0.5583854600615521;0.19906898727526098
CHEMBL245614;336.44;0.0;3.66;COc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1;6.75;20.07;1;1;0.06893999972893484;0.4998794635493555;0.21808485669293057
CHEMBL105512;253.41;0.0;2.7;CCCN(CCC)C1CCc2nc(N)sc2C1;6.33;25.0;1;1;0.04643346028217882;0.46604467038567554;0.2716552773952797
CHEMBL351592;393.51;0.0;4.0;Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCC3;8.28;21.05;1;1;0.08440968786847917;0.5118626194614921;0.22873374356682555
CHEMBL1223857;454.54;1.0;5.78;FC(F)(F)c1cccc(N2CCN(CCCCNc3cc(-c4ccccc4)ccn3)CC2)c1;9.12;20.06;1;1;0.10095279400403886;0.5745979651191487;0.21797619458197245
CHEMBL152756;417.55;0.0;4.18;COc1cccc(C(=O)NCCCCN2CCN(c3cccc4ccccc34)CC2)c1;6.03;14.45;1;1;0.09092609408671373;0.5182066431796821;0.15701675033447168
CHEMBL101483;464.52;0.0;2.53;COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CN1CCC(Nc2ccccc2)(C(N)=O)CC1)O3;6.411168274405792;13.801705576521556;1;1;0.10365802420611793;0.4600530924296072;0.1499722462767177
CHEMBL65847;297.42;0.0;4.6;CCCN(Cc1ccccc1)[C@@H]1CCc2c(F)cccc2C1;6.75;22.69;1;1;0.05836303755607661;0.533009365188792;0.24655432976395592
CHEMBL65847;297.42;0.0;4.6;CCCN(Cc1ccccc1)[C@@H]1CCc2c(F)cccc2C1;6.38;21.46;1;1;0.05836303755607661;0.533009365188792;0.23318889011610813
CHEMBL141510;263.4;0.0;4.2;CCCCN(CCC)[C@@H]1CCc2c(F)cccc2C1;7.34;27.87;1;1;0.04914140113576297;0.5189115347039255;0.3028413032402579
CHEMBL64668;470.41;1.0;5.07;COc1ccc(Br)cc1-c1nc(CN(C)C[C@@H]2CCN(Cc3ccccc3)C2)co1;5.42;11.52;1;0;0.1052545979426155;0.5495743160085105;0.1251787518237449
CHEMBL277669;396.37;0.0;3.51;CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Br)cc2)CC1;5.8;14.63;1;0;0.0851849341989347;0.49459277711753047;0.15897266833171772
CHEMBL4641502;307.42;0.0;3.63;CN1CCc2cccc3c2C1Cc1ccc2nc(N)sc2c1-3;5.76;18.73;1;0;0.06107368906116585;0.4988221262629905;0.2035241338245436
CHEMBL107974;411.0;1.0;6.75;CSc1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1;6.26;15.23;1;1;0.08915061735088027;0.6087852040449503;0.16549239498920443
CHEMBL14899;349.89;0.0;3.07;CNc1nc(Cl)c(Sc2ccccc2)c(N2CCN(C)CC2)n1;6.73;19.22;1;1;0.07258582600327988;0.47908516358417713;0.20884857726149106
CHEMBL267014;326.83;0.0;3.54;Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1;4.42;13.52;1;0;0.06633506363254407;0.49565011440389545;0.14691117401536727
CHEMBL296419;458.58;1.0;5.35;COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1;5.34;11.66;1;0;0.10204789721209491;0.559442797347917;0.12670002137715847
CHEMBL65122;308.36;0.0;3.31;N#Cc1ccc2c(c1)[C@@H]1CN(Cc3ccc(F)cc3)C[C@H]1CO2;7.4;24.0;1;1;0.06132849030264424;0.48754386187509713;0.2607890662994685
CHEMBL1210614;521.58;2.0;6.19;Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C;7.5;14.379385712642355;2;1;0.1191250016941572;0.5890482413661371;0.15624944058166323
CHEMBL69271;247.34;0.0;2.49;CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21;8.2;33.15274520902401;2;1;0.04478809481858964;0.4586433093811205;0.360244727846898
CHEMBL523245;330.35;0.0;4.53;Fc1ccc(-c2[nH]c3cc(F)ccc3c2[C@@H]2CNCC[C@H]2F)cc1;6.05;18.3;1;1;0.06728921296233549;0.5305422448539404;0.19885166305334478
CHEMBL218166;385.47;0.0;4.11;O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1;8.66;22.46;1;1;0.08223032405838743;0.5157395228448305;0.2440551012119193
CHEMBL305920;399.49;0.0;4.01;O=C1COc2c(cccc2N2CCN(Cc3cccc(-c4ccccc4)c3)CC2)N1;9.0;22.53;1;1;0.08603065746852255;0.5122150652236137;0.2448157359886261
CHEMBL484538;454.41;1.0;5.0;Br.Cc1cccc(-c2c(O)c(O)cc3c2CCN(C)CC3c2cccc(C)c2)c1;6.68;17.88;1;1;0.10091755553447271;0.5471071956736587;0.19428785439310406
CHEMBL1169904;370.88;0.0;4.31;COc1cccc2[nH]cc(CN3CCC(O)(c4ccc(Cl)cc4)CC3)c12;8.38;22.59;1;1;0.0782754835124622;0.5227884380872637;0.24546770865437476
CHEMBL1169728;481.57;0.0;4.17;CN1CN(c2ccccc2)C2(CCN(Cc3csc4ccccc34)CC2)C1=O.O=C(O)C(=O)O;7.15;18.25;1;1;0.10827968502229508;0.5178541974175604;0.19830835249855422
CHEMBL1170456;523.32;0.0;4.52;O=C(O)C(=O)O.OC1(c2ccc(I)cc2)CCN(Cc2cc3ccccc3o2)CC1;7.84;18.1;1;1;0.11959665505604271;0.5301897990918187;0.19667842083418255
CHEMBL1173778;466.49;0.0;3.66;COc1ccc2[nH]cc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)c2c1.O=C(O)C(=O)O;7.9;20.99;1;1;0.10419202255262051;0.4998794635493555;0.22808177090107684
CHEMBL1173436;466.49;0.0;3.66;COc1cccc2[nH]cc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)c12.O=C(O)C(=O)O;7.63;20.27;1;1;0.10419202255262051;0.4998794635493555;0.2202580989120928
CHEMBL1173363;426.47;0.0;3.66;COc1ccc2[nH]cc(CN3CCC(O)(c4ccccc4)CC3)c2c1.O=C(O)C(=O)O;5.86;17.4;1;0;0.09334399522925335;0.4998794635493555;0.18907207306711468
CHEMBL64139;472.45;1.0;5.19;COc1ccc(Br)cc1-c1nc(CNC[C@@H]2CCN(Cc3ccccc3)C2)cs1;6.38;13.5;1;1;0.10580757084965371;0.5538036651539704;0.14669384979345107
CHEMBL267930;395.48;0.0;3.22;O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1;10.0;25.29;1;1;0.08494368621498177;0.48437185001600214;0.27480647861306495
CHEMBL78195;480.52;1.0;6.15;O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)C1CCCCCC1;7.92;16.48;1;1;0.10799506661426071;0.5876384583176504;0.1790751588589684
CHEMBL54;375.87;0.0;4.43;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;8.52;22.68;1;1;0.07962809861350174;0.5270177872327237;0.24644566765299777
CHEMBL1082723;390.24;0.0;4.34;C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12;5.0;12.812628126281263;1;0;0.083523304826315;0.5238457753736288;0.13922472191229998
CHEMBL495120;395.55;0.0;3.69;COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1;6.65;16.8;1;1;0.0849626607755174;0.5009368008357205;0.182552346409628
CHEMBL1080489;425.56;0.0;3.54;COc1cccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c1;6.399996913372259;15.03900017241343;2;1;0.09309732594229023;0.49565011440389545;0.1634169505433852
CHEMBL42857;337.46;0.0;4.34;CCCN(CCC)C1COc2c(cccc2C(=O)c2ccccc2)C1;6.0;17.779885023410184;1;1;0.06921648618245393;0.5238457753736288;0.19319998392362694
CHEMBL249854;529.68;1.0;4.11;CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C;6.19;11.69;1;1;0.12132062941327947;0.5157395228448305;0.1270260077100328
CHEMBL267930;395.48;0.0;3.22;O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1;9.36;23.66;1;1;0.08494368621498177;0.48437185001600214;0.2570945545268927
CHEMBL101535;443.51;0.0;2.61;N#Cc1cc2c3c(ccc2[nH]1)OCC(CN1CCC2(CC1)C(=O)NCN2c1ccccc1)O3;8.82;19.9;1;1;0.09796294539392542;0.4628726585265805;0.21623760080664264
CHEMBL71;318.87;0.0;4.89;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;8.1;25.39;1;1;0.06417738503449304;0.5432302922903204;0.2758930997226461
CHEMBL315890;203.33;0.0;3.28;CCCN1CCC[C@@H](c2ccccc2)C1;6.66354026615147;32.772046752331036;1;1;0.032858517544691865;0.48648652458873215;0.35610797805262256
CHEMBL3676933;522.76;2.0;6.84;CC(C)(C)c1ccc(S(=O)(=O)N[C@H]2CC[C@H](CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1;7.16;13.69;1;1;0.1194448585717577;0.6119572159040453;0.14875842990165516
CHEMBL3676919;488.63;1.0;5.65;O=C(Cc1ccc2c(c1)OCO2)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1;7.03;14.4;1;1;0.1101934049848881;0.570016170211567;0.15647343977968114
CHEMBL478671;349.47;0.0;4.92;CCCC(=O)Oc1cccc2c1-c1cccc3c1[C@@H](C2)N(CCC)CC3;5.0;14.307379746473229;1;0;0.07247197864006615;0.5442876295766854;0.15546700855311169
CHEMBL515187;335.45;0.0;4.53;CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CC)c1-3;5.0;14.905351021016546;1;0;0.06867164522993101;0.5305422448539404;0.16196469065153063
CHEMBL3642795;520.68;1.0;2.75;O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCOCC2)nc1;6.0;11.52;1;1;0.11888104305869913;0.4678068991962838;0.1251787518237449
CHEMBL419505;480.44;1.0;5.97;O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)-c1ccccc1-2;6.58;13.7;1;1;0.10797338140222;0.5812944345994604;0.14886709201261328
CHEMBL59;153.18;0.0;0.6;NCCc1ccc(O)c(O)c1;6.68;43.608826217521866;2;1;0.01926460024666929;0.3920310603401256;0.473862711320138
CHEMBL292943;360.46;0.0;3.47;COc1ccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)cc1;7.3;20.25;1;1;0.07545098464415921;0.4931829940690438;0.22004077469017658
CHEMBL212235;358.87;0.0;3.3;CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1;7.2;20.05;1;1;0.07501999105485002;0.48719141611297545;0.21786753247101437
CHEMBL211732;360.41;0.0;2.92;CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1;6.88;19.09;1;1;0.07543743138663378;0.4737984771523521;0.20743596981903561
CHEMBL212444;352.48;0.0;3.26;CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1;6.86;19.47;1;1;0.073287884743098;0.4857816330644888;0.21156513003544386
CHEMBL87067;281.36;0.0;3.04;Cc1nc2c(OCCNCc3ccccc3)cccc2[nH]1;7.82;27.79;1;1;0.054009731238903264;0.47802782629781215;0.30197200635259297
CHEMBL133166;424.59;1.0;5.45;CCCN(CCC)C1CCc2cc(CN(C(=O)OC)c3ccc(OC)cc3)ccc2C1;6.1;14.37;1;1;0.09283439274629655;0.5629672549691337;0.15614745344680678
CHEMBL3775589;424.57;0.0;3.47;Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccccc4)C3C2)n1C;6.8;16.02;1;1;0.09282897144328638;0.4931829940690438;0.17407670175489526
CHEMBL3740041;587.11;0.0;4.25;CCCN(CCN1CCN(c2ccc3cc[nH]c3c2Cl)CC1)[C@H]1CCc2nc(N)sc2C1.O=C(O)C(F)(F)F;8.49;14.460663248794944;2;1;0.13688790100700704;0.5206737635145338;0.1571326194468447
CHEMBL3740778;584.07;0.0;3.37;N#CCN(CCN1CCN(c2ccc3[nH]ccc3c2Cl)CC1)[C@H]1CCc2nc(N)sc2C1.O=C(O)C(F)(F)F;7.537602002101044;12.905305874468889;2;1;0.13606386294945988;0.48965853644782714;0.14023177788799115
CHEMBL7549;219.33;0.0;2.98;CCCN1CCC[C@@H](c2cccc(O)c2)C1;6.07;27.67519263210687;2;1;0.03719555995283466;0.47591315172508214;0.3007244852577118
CHEMBL7549;219.33;0.0;2.98;CCCN1CCC[C@@H](c2cccc(O)c2)C1;6.416801226031377;29.256377267274775;2;1;0.03719555995283466;0.47591315172508214;0.3179059712848994
CHEMBL211831;357.89;0.0;4.36;CO/N=C(\CCN1CCCC(c2ccccn2)C1)c1ccc(Cl)cc1;5.0;13.970773142585712;2;0;0.07475434720735127;0.5245506668978721;0.15180937013902582
CHEMBL385230;344.85;0.0;3.13;O/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl;5.0;14.499057561258518;2;0;0.07121965764471491;0.48119983815690714;0.15754982015095242
CHEMBL456674;418.54;0.0;3.47;COc1cccc(CCc2ccccc2OCCN2CCN(c3ncccn3)CC2)c1;3.201349354554731;7.648849224816578;1;0;0.09119444858571757;0.4931829940690438;0.08311401031688871
CHEMBL487760;446.6;0.0;4.25;COc1cccc(CCc2ccccc2OCCCCN2CCN(c3ncccn3)CC2)c1;3.0685421293109947;6.870895945613513;1;0;0.09880053670899801;0.5206737635145338;0.07466060576238967
CHEMBL38349;356.5;0.0;2.76;Cc1nc(N2CCN(CCC3NC(=O)c4ccccc43)CC2)sc1C;5.301029995663981;14.86964935670121;1;0;0.07437756664814388;0.4681593449584055;0.1615767488306084
CHEMBL3664887;401.55;0.0;3.81;CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1;7.28;18.12;1;1;0.08658905167857094;0.5051661499811805;0.19689574505609878
CHEMBL3695398;457.62;1.0;5.05;N#Cc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4cccc5c4CCO5)CC3)CC2)cc1;6.72;14.68;1;1;0.10178767466760635;0.5488694244842671;0.15951597888650826
CHEMBL3697955;459.59;0.0;2.41;O=C(C[C@@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1;6.76;14.72;1;1;0.10232167301410892;0.4558237432841472;0.1599506273303407
CHEMBL303502;299.41;0.0;4.06;CCCN(Cc1ccco1)[C@@H]1CCc2c(cccc2OC)C1;6.9;23.06;1;1;0.05890245720558937;0.5139772940342221;0.250574827869406
CHEMBL134423;434.61;0.0;4.122300000000004;Fc1ccc([Si]2(c3ccc(F)cc3)CCC(N3CCN(c4ccccc4)CC3)C2)cc1;7.0;16.11;1;1;0.09555046555439599;0.5161730311322402;0.17505466075351825
CHEMBL4753512;407.56;0.0;3.76;COc1ccccc1N1CCN(CCCN(CC2CC2)C(=O)c2ccccc2)CC1;6.54;16.046717047796644;0;1;0.08821815323312958;0.5034039211705721;0.17436701483611047
CHEMBL4790303;476.64;1.0;5.22;O=C(CN1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1)N(c1ccccc1)C1CCCCC1;5.67;11.895770392749245;0;0;0.1069433338302861;0.5548610024403354;0.12926195223491407
CHEMBL1112;448.39;0.0;4.86;O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1;7.76;17.30636276455764;2;1;0.09928574332840896;0.5421729550039555;0.18805459110036984
CHEMBL80645;496.57;0.0;2.48;O=C(O)/C=C/C(=O)O.c1cnc(N2CCN(CCCCCNC3=Nc4ccccc4OC3)CC2)nc1;5.59;14.7;1;0;0.11234566227992897;0.45829086361899884;0.15973330310842448
CHEMBL98452;424.59;1.0;5.67;O=C(NCCCCN1CC[C@H]2c3ccccc3CC[C@@H]21)c1ccc(-c2ccccc2)cc1;6.3;14.84;1;1;0.09283439274629655;0.5707210617358104;0.16125457266183804
CHEMBL4751911;435.54;1.0;5.09;O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)CC1CC1;7.97;18.299122927859667;0;1;0.09580255614436929;0.5502792075327537;0.19884213260232164
CHEMBL4794013;423.53;1.0;5.09;CC(C)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1;7.23;17.070809623875522;0;1;0.0925470636867571;0.5502792075327537;0.18549502094943665
CHEMBL4873623;397.31;0.0;3.04;CCC(Oc1cccc(Cl)c1Cl)c1nc(N)nc(N2CCN(C)CC2)n1;6.38;16.05;1;1;0.0854397354404131;0.47802782629781215;0.1744026880877696
CHEMBL4873127;425.36;0.0;3.82;CCCCC(Oc1cccc(Cl)c1Cl)c1nc(N)nc(N2CCN(C)CC2)n1;6.3;14.8;1;1;0.09304311291218843;0.5055185957433022;0.16081992421800562
CHEMBL4864448;411.34;0.0;3.43;CCCC(Oc1cc(Cl)cc(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1;6.42;15.62;1;1;0.0892427795020533;0.49177321102055715;0.16973021731657076
CHEMBL263881;323.44;0.0;2.91;CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1;6.9;21.33;1;1;0.06541615277231883;0.4734460313902305;0.23177628267365266
CHEMBL379446;276.34;0.0;3.04;CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1;5.0;18.09365274661649;1;0;0.05264898418334846;0.47802782629781215;0.1966094502390387
CHEMBL522708;479.65;0.0;4.42;Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCS5(=O)=O)c4)CC3)cccc2n1;6.3;13.13;1;1;0.10775923993331794;0.5266653414706021;0.14267335168800094
CHEMBL104514;369.9;0.0;3.05;O=C(CN1CCc2ccccc21)N1CCN(Cc2ccc(Cl)cc2)CC1;5.0;13.517166801838336;1;0;0.07800983966496346;0.47838027205993383;0.14688038788606636
CHEMBL573792;518.41;1.0;3.81;O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cn(-c2ccc([N+](=O)[O-])cc2)nn1;6.09;11.75;1;1;0.11826572516704388;0.5051661499811805;0.12767798037578149
CHEMBL572379;560.49;1.0;4.52;O=C(CCCc1cn(-c2ccc([N+](=O)[O-])cc2)nn1)NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1;7.28;12.98;1;1;0.12967214670045946;0.5301897990918187;0.14104342002362924
CHEMBL572867;545.52;1.0;4.62;COc1ccc(-n2cc(CCCC(=O)NCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nn2)cc1;9.0;16.5;1;1;0.1256143013973408;0.5337142567130354;0.17929248308088463
CHEMBL1201356;339.44;0.0;1.92;CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1;6.56;19.32;1;1;0.06975319518046162;0.43855390094018554;0.2099351983710722
CHEMBL63449;312.46;0.0;4.35;CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(C(C)=O)c3c2C1;6.37;20.4;1;1;0.06243985741973082;0.5241982211357504;0.22167070635454825
CHEMBL394110;399.52;0.0;2.43;O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ccccc2)CC1;7.42;18.57;1;1;0.08603878942303782;0.4565286348083905;0.20178554004921379
CHEMBL4565558;457.6;0.0;3.22;COc1ccccc1N1CCN(CCCCCCN2C(=O)c3ccccc3S2(=O)=O)CC1;9.0;19.67;1;1;0.10178225336459618;0.48437185001600214;0.21373837225460612
CHEMBL139600;421.55;0.0;3.07;COc1ccccc1N1CCN(CCCCCNC(=O)c2cnn3ccccc23)CC1;7.52;17.85;1;1;0.09201035468874944;0.47908516358417713;0.19396186806022975
CHEMBL53;267.33;0.0;2.85;CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3;7.38;27.6;1;1;0.05020668717726305;0.4713313568175005;0.2999074262443888
CHEMBL11386;259.39;0.0;3.28;CCCN1[C@@H](C)C[C@@H]2Cc3cccc(OC)c3C[C@@H]21;6.33;24.40340799568218;2;1;0.04805442988222218;0.48648652458873215;0.2651725827382892
CHEMBL569746;460.62;0.0;3.9;CCCN(CCN1CCN(C(=O)c2cc3ccccc3[nH]2)CC1)[C@H]1CCc2c(O)cccc2C1;7.32;15.9;1;1;0.10260087011913313;0.5083381618402755;0.17277275642339793
CHEMBL54;375.87;0.0;4.43;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;8.29;22.06;1;1;0.07962809861350174;0.5270177872327237;0.2397086167735948
CHEMBL102599;320.4;0.0;2.19;c1ccc(-c2nc(CN3CCN(c4ccncn4)CC3)c[nH]2)cc1;5.384049948343598;16.804150899948812;1;0;0.06459211471477168;0.4480699365174705;0.18259745096470936
CHEMBL11388;245.37;0.0;2.89;CCCN1CC[C@@H]2Cc3c(cccc3OC)C[C@H]21;7.0;28.53;1;1;0.04425409647208706;0.47274113986598715;0.31001300256349323
CHEMBL552572;423.91;1.0;5.36;Cl.O=C1c2ccccc2CCC1C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1;6.24;16.1;1;1;0.0926500684439505;0.5597952431100387;0.17494599864256016
CHEMBL537182;422.37;1.0;5.85;Cl.O=C(CCCN1C2CCC1CC(c1ccc(Cl)cc1)C2)c1ccc(F)cc1;6.72;17.42;1;1;0.09223262811216675;0.5770650854540004;0.18928939728903094
CHEMBL2373205;446.02;0.0;4.19;COc1cccc(-c2csc(CCN3CCN(c4ccccc4OC)CC3)n2)c1.Cl;6.06;14.8;1;1;0.09864331892170282;0.5185590889418038;0.16081992421800562
CHEMBL93779;309.37;0.0;2.75;Oc1nc2c3c(ccc2[nH]1)CCC(CNCc1ccccc1)O3;8.3;26.83;1;1;0.06160226610465824;0.4678068991962838;0.2915404437006142
CHEMBL479;370.59;1.0;5.89;CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2;7.57;20.42;1;1;0.07819687461881462;0.578474868502487;0.2218880305764645
CHEMBL114484;355.87;0.0;4.54;Cc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1;6.32;17.76;1;1;0.07420679560332326;0.5308946906160621;0.19298390906160673
CHEMBL61444;510.72;2.0;6.92;CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(cccc2OCC2CC2)C1;6.1;11.94;1;1;0.11618123415963026;0.6147767820010186;0.1297425604839856
CHEMBL62919;411.5;0.0;3.79;O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1;7.21;17.52;1;1;0.08928614992613473;0.5044612584569371;0.19037601839861204
